#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   173   0.507198E+04  -0.404868E+02   0.180825E-03  -0.404868E+02   0.891246E+00  -0.768744E-06   0.180825E-03  -0.768744E-06   0.660409E-07
   174   0.509795E+04  -0.399140E+02   0.179323E-03  -0.399140E+02   0.880033E+00  -0.753459E-06   0.179323E-03  -0.753459E-06   0.656849E-07
   175   0.512352E+04  -0.393135E+02   0.177838E-03  -0.393135E+02   0.868803E+00  -0.738358E-06   0.177838E-03  -0.738358E-06   0.653318E-07
   176   0.514866E+04  -0.386854E+02   0.176370E-03  -0.386854E+02   0.857574E+00  -0.723459E-06   0.176370E-03  -0.723459E-06   0.649817E-07
   177   0.517338E+04  -0.380297E+02   0.174918E-03  -0.380297E+02   0.846380E+00  -0.708754E-06   0.174918E-03  -0.708754E-06   0.646345E-07
   178   0.519765E+04  -0.373463E+02   0.173483E-03  -0.373463E+02   0.835246E+00  -0.694232E-06   0.173483E-03  -0.694232E-06   0.642902E-07
   179   0.522149E+04  -0.366353E+02   0.172064E-03  -0.366353E+02   0.824193E+00  -0.679882E-06   0.172064E-03  -0.679882E-06   0.639487E-07
   180   0.524487E+04  -0.358969E+02   0.170660E-03  -0.358969E+02   0.813257E+00  -0.665693E-06   0.170660E-03  -0.665693E-06   0.636101E-07
   181   0.526779E+04  -0.351312E+02   0.169272E-03  -0.351312E+02   0.802470E+00  -0.651652E-06   0.169272E-03  -0.651652E-06   0.632744E-07
   182   0.529024E+04  -0.343383E+02   0.167898E-03  -0.343383E+02   0.791861E+00  -0.637749E-06   0.167898E-03  -0.637749E-06   0.629414E-07
   183   0.531223E+04  -0.335184E+02   0.166540E-03  -0.335184E+02   0.781451E+00  -0.623972E-06   0.166540E-03  -0.623972E-06   0.626111E-07
   184   0.533372E+04  -0.326716E+02   0.165195E-03  -0.326716E+02   0.771278E+00  -0.610309E-06   0.165195E-03  -0.610309E-06   0.622836E-07
   185   0.535474E+04  -0.317979E+02   0.163864E-03  -0.317979E+02   0.761380E+00  -0.596749E-06   0.163864E-03  -0.596749E-06   0.619588E-07
   186   0.537525E+04  -0.308977E+02   0.162547E-03  -0.308977E+02   0.751777E+00  -0.583281E-06   0.162547E-03  -0.583281E-06   0.616367E-07
   187   0.539527E+04  -0.299710E+02   0.161243E-03  -0.299710E+02   0.742502E+00  -0.569892E-06   0.161243E-03  -0.569892E-06   0.613172E-07
   188   0.541477E+04  -0.290182E+02   0.159952E-03  -0.290182E+02   0.733594E+00  -0.556572E-06   0.159952E-03  -0.556572E-06   0.610004E-07
   189   0.543376E+04  -0.280393E+02   0.158674E-03  -0.280393E+02   0.725083E+00  -0.543309E-06   0.158674E-03  -0.543309E-06   0.606861E-07
   190   0.545223E+04  -0.270348E+02   0.157407E-03  -0.270348E+02   0.717005E+00  -0.530092E-06   0.157407E-03  -0.530092E-06   0.603744E-07
   191   0.547016E+04  -0.260048E+02   0.156153E-03  -0.260048E+02   0.709391E+00  -0.516908E-06   0.156153E-03  -0.516908E-06   0.600652E-07
   192   0.548756E+04  -0.249495E+02   0.154910E-03  -0.249495E+02   0.702277E+00  -0.503747E-06   0.154910E-03  -0.503747E-06   0.597586E-07
   193   0.550441E+04  -0.238692E+02   0.153678E-03  -0.238692E+02   0.695695E+00  -0.490597E-06   0.153678E-03  -0.490597E-06   0.594544E-07
   194   0.552071E+04  -0.227643E+02   0.152458E-03  -0.227643E+02   0.689681E+00  -0.477447E-06   0.152458E-03  -0.477447E-06   0.591527E-07
   195   0.553646E+04  -0.216350E+02   0.151247E-03  -0.216350E+02   0.684270E+00  -0.464284E-06   0.151247E-03  -0.464284E-06   0.588534E-07
   196   0.555165E+04  -0.204818E+02   0.150047E-03  -0.204818E+02   0.679499E+00  -0.451099E-06   0.150047E-03  -0.451099E-06   0.585564E-07
   197   0.556629E+04  -0.193051E+02   0.148856E-03  -0.193051E+02   0.675405E+00  -0.437878E-06   0.148856E-03  -0.437878E-06   0.582619E-07
   198   0.558037E+04  -0.181051E+02   0.147675E-03  -0.181051E+02   0.672023E+00  -0.424611E-06   0.147675E-03  -0.424611E-06   0.579697E-07
   199   0.559388E+04  -0.168821E+02   0.146503E-03  -0.168821E+02   0.669389E+00  -0.411286E-06   0.146503E-03  -0.411286E-06   0.576798E-07
   200   0.560682E+04  -0.156367E+02   0.145340E-03  -0.156367E+02   0.667538E+00  -0.397892E-06   0.145340E-03  -0.397892E-06   0.573922E-07
   201   0.561919E+04  -0.143692E+02   0.144186E-03  -0.143692E+02   0.666509E+00  -0.384419E-06   0.144186E-03  -0.384419E-06   0.571069E-07
   202   0.563097E+04  -0.130800E+02   0.143039E-03  -0.130800E+02   0.666337E+00  -0.370869E-06   0.143039E-03  -0.370869E-06   0.568237E-07
   203   0.564214E+04  -0.117695E+02   0.141902E-03  -0.117695E+02   0.667058E+00  -0.357244E-06   0.141902E-03  -0.357244E-06   0.565429E-07
   204   0.565272E+04  -0.104381E+02   0.140772E-03  -0.104381E+02   0.668711E+00  -0.343547E-06   0.140772E-03  -0.343547E-06   0.562642E-07
   205   0.566267E+04  -0.908634E+01   0.139650E-03  -0.908634E+01   0.671331E+00  -0.329782E-06   0.139650E-03  -0.329782E-06   0.559877E-07
   206   0.567199E+04  -0.771451E+01   0.138537E-03  -0.771451E+01   0.674954E+00  -0.315952E-06   0.138537E-03  -0.315952E-06   0.557133E-07
   207   0.568068E+04  -0.632303E+01   0.137432E-03  -0.632303E+01   0.679618E+00  -0.302059E-06   0.137432E-03  -0.302059E-06   0.554411E-07
   208   0.568873E+04  -0.491249E+01   0.136335E-03  -0.491249E+01   0.685360E+00  -0.288108E-06   0.136335E-03  -0.288108E-06   0.551711E-07
   209   0.569616E+04  -0.348342E+01   0.135246E-03  -0.348342E+01   0.692215E+00  -0.274100E-06   0.135246E-03  -0.274100E-06   0.549031E-07
   210   0.570296E+04  -0.203638E+01   0.134165E-03  -0.203638E+01   0.700221E+00  -0.260040E-06   0.134165E-03  -0.260040E-06   0.546373E-07
   211   0.570914E+04  -0.571926E+00   0.133092E-03  -0.571926E+00   0.709414E+00  -0.245930E-06   0.133092E-03  -0.245930E-06   0.543735E-07
   212   0.571471E+04   0.909389E+00   0.132027E-03   0.909389E+00   0.719831E+00  -0.231774E-06   0.132027E-03  -0.231774E-06   0.541117E-07
   213   0.571967E+04   0.240701E+01   0.130969E-03   0.240701E+01   0.731509E+00  -0.217573E-06   0.130969E-03  -0.217573E-06   0.538520E-07
   214   0.572404E+04   0.392038E+01   0.129920E-03   0.392038E+01   0.744485E+00  -0.203333E-06   0.129920E-03  -0.203333E-06   0.535944E-07
   215   0.572780E+04   0.544892E+01   0.128878E-03   0.544892E+01   0.758789E+00  -0.189055E-06   0.128878E-03  -0.189055E-06   0.533387E-07
   216   0.573096E+04   0.699202E+01   0.127844E-03   0.699202E+01   0.774465E+00  -0.174744E-06   0.127844E-03  -0.174744E-06   0.530850E-07
   217   0.573349E+04   0.854908E+01   0.126817E-03   0.854908E+01   0.791544E+00  -0.160401E-06   0.126817E-03  -0.160401E-06   0.528333E-07
   218   0.573541E+04   0.101196E+02   0.125798E-03   0.101196E+02   0.810056E+00  -0.146030E-06   0.125798E-03  -0.146030E-06   0.525835E-07
   219   0.573671E+04   0.117029E+02   0.124786E-03   0.117029E+02   0.830044E+00  -0.131634E-06   0.124786E-03  -0.131634E-06   0.523356E-07
   220   0.573738E+04   0.132984E+02   0.123782E-03   0.132984E+02   0.851539E+00  -0.117217E-06   0.123782E-03  -0.117217E-06   0.520897E-07
   221   0.573742E+04   0.149054E+02   0.122786E-03   0.149054E+02   0.874571E+00  -0.102781E-06   0.122786E-03  -0.102781E-06   0.518456E-07
   222   0.573683E+04   0.165235E+02   0.121796E-03   0.165235E+02   0.899183E+00  -0.883300E-07   0.121796E-03  -0.883300E-07   0.516034E-07
   223   0.573560E+04   0.181518E+02   0.120814E-03   0.181518E+02   0.925398E+00  -0.738663E-07   0.120814E-03  -0.738663E-07   0.513631E-07
   224   0.573376E+04   0.197899E+02   0.119840E-03   0.197899E+02   0.953253E+00  -0.593934E-07   0.119840E-03  -0.593934E-07   0.511246E-07
   225   0.573129E+04   0.214368E+02   0.118872E-03   0.214368E+02   0.982771E+00  -0.449144E-07   0.118872E-03  -0.449144E-07   0.508879E-07
   226   0.572819E+04   0.230922E+02   0.117912E-03   0.230922E+02   0.101400E+01  -0.304325E-07   0.117912E-03  -0.304325E-07   0.506530E-07
   227   0.572447E+04   0.247552E+02   0.116959E-03   0.247552E+02   0.104696E+01  -0.159506E-07   0.116959E-03  -0.159506E-07   0.504199E-07
   228   0.572012E+04   0.264252E+02   0.116012E-03   0.264252E+02   0.108168E+01  -0.147191E-08   0.116012E-03  -0.147191E-08   0.501886E-07
   229   0.571516E+04   0.281014E+02   0.115073E-03   0.281014E+02   0.111820E+01   0.130004E-07   0.115073E-03   0.130004E-07   0.499590E-07
   230   0.570957E+04   0.297834E+02   0.114141E-03   0.297834E+02   0.115654E+01   0.274633E-07   0.114141E-03   0.274633E-07   0.497311E-07
   231   0.570337E+04   0.314702E+02   0.113216E-03   0.314702E+02   0.119672E+01   0.419136E-07   0.113216E-03   0.419136E-07   0.495050E-07
   232   0.569656E+04   0.331612E+02   0.112297E-03   0.331612E+02   0.123878E+01   0.563482E-07   0.112297E-03   0.563482E-07   0.492805E-07
   233   0.568913E+04   0.348558E+02   0.111386E-03   0.348558E+02   0.128275E+01   0.707641E-07   0.111386E-03   0.707641E-07   0.490577E-07
   234   0.568109E+04   0.365531E+02   0.110481E-03   0.365531E+02   0.132865E+01   0.851580E-07   0.110481E-03   0.851580E-07   0.488366E-07
   235   0.567244E+04   0.382525E+02   0.109582E-03   0.382525E+02   0.137651E+01   0.995269E-07   0.109582E-03   0.995269E-07   0.486171E-07
   236   0.566318E+04   0.399533E+02   0.108691E-03   0.399533E+02   0.142635E+01   0.113868E-06   0.108691E-03   0.113868E-06   0.483992E-07
   237   0.565333E+04   0.416547E+02   0.107806E-03   0.416547E+02   0.147820E+01   0.128177E-06   0.107806E-03   0.128177E-06   0.481829E-07
   238   0.564287E+04   0.433560E+02   0.106927E-03   0.433560E+02   0.153207E+01   0.142452E-06   0.106927E-03   0.142452E-06   0.479682E-07
   239   0.563182E+04   0.450565E+02   0.106056E-03   0.450565E+02   0.158798E+01   0.156690E-06   0.106056E-03   0.156690E-06   0.477550E-07
   240   0.562017E+04   0.467553E+02   0.105190E-03   0.467553E+02   0.164597E+01   0.170887E-06   0.105190E-03   0.170887E-06   0.475434E-07
   241   0.560793E+04   0.484519E+02   0.104331E-03   0.484519E+02   0.170605E+01   0.185041E-06   0.104331E-03   0.185041E-06   0.473333E-07
   242   0.559511E+04   0.501453E+02   0.103478E-03   0.501453E+02   0.176824E+01   0.199147E-06   0.103478E-03   0.199147E-06   0.471248E-07
   243   0.558171E+04   0.518349E+02   0.102632E-03   0.518349E+02   0.183256E+01   0.213204E-06   0.102632E-03   0.213204E-06   0.469177E-07
   244   0.556773E+04   0.535200E+02   0.101792E-03   0.535200E+02   0.189902E+01   0.227207E-06   0.101792E-03   0.227207E-06   0.467120E-07
   245   0.555319E+04   0.551999E+02   0.100958E-03   0.551999E+02   0.196765E+01   0.241155E-06   0.100958E-03   0.241155E-06   0.465079E-07
   246   0.553808E+04   0.568738E+02   0.100130E-03   0.568738E+02   0.203845E+01   0.255043E-06   0.100130E-03   0.255043E-06   0.463051E-07
   247   0.552241E+04   0.585411E+02   0.993079E-04   0.585411E+02   0.211145E+01   0.268869E-06   0.993079E-04   0.268869E-06   0.461038E-07
   248   0.550620E+04   0.602009E+02   0.984922E-04   0.602009E+02   0.218666E+01   0.282629E-06   0.984922E-04   0.282629E-06   0.459039E-07
   249   0.548944E+04   0.618525E+02   0.976824E-04   0.618525E+02   0.226408E+01   0.296321E-06   0.976824E-04   0.296321E-06   0.457054E-07
   250   0.547214E+04   0.634953E+02   0.968786E-04   0.634953E+02   0.234374E+01   0.309941E-06   0.968786E-04   0.309941E-06   0.455082E-07
   251   0.545430E+04   0.651283E+02   0.960806E-04   0.651283E+02   0.242562E+01   0.323486E-06   0.960806E-04   0.323486E-06   0.453123E-07
   252   0.543592E+04   0.667508E+02   0.952885E-04   0.667508E+02   0.250976E+01   0.336957E-06   0.952885E-04   0.336957E-06   0.451178E-07
   253   0.541701E+04   0.683620E+02   0.945022E-04   0.683620E+02   0.259614E+01   0.350355E-06   0.945022E-04   0.350355E-06   0.449247E-07
   254   0.539757E+04   0.699611E+02   0.937216E-04   0.699611E+02   0.268479E+01   0.363678E-06   0.937216E-04   0.363678E-06   0.447328E-07
   255   0.537760E+04   0.715473E+02   0.929467E-04   0.715473E+02   0.277570E+01   0.376929E-06   0.929467E-04   0.376929E-06   0.445422E-07
   256   0.535711E+04   0.731199E+02   0.921775E-04   0.731199E+02   0.286888E+01   0.390107E-06   0.921775E-04   0.390107E-06   0.443529E-07
   257   0.533611E+04   0.746782E+02   0.914139E-04   0.746782E+02   0.296432E+01   0.403213E-06   0.914139E-04   0.403213E-06   0.441649E-07
   258   0.531461E+04   0.762212E+02   0.906558E-04   0.762212E+02   0.306203E+01   0.416247E-06   0.906558E-04   0.416247E-06   0.439782E-07
   259   0.529261E+04   0.777494E+02   0.899032E-04   0.777494E+02   0.316202E+01   0.429210E-06   0.899032E-04   0.429210E-06   0.437927E-07
   260   0.527015E+04   0.792605E+02   0.891561E-04   0.792605E+02   0.326429E+01   0.442101E-06   0.891561E-04   0.442101E-06   0.436085E-07
   261   0.524722E+04   0.807553E+02   0.884144E-04   0.807553E+02   0.336882E+01   0.454923E-06   0.884144E-04   0.454923E-06   0.434255E-07
   262   0.522384E+04   0.822323E+02   0.876780E-04   0.822323E+02   0.347563E+01   0.467674E-06   0.876780E-04   0.467674E-06   0.432438E-07
   263   0.520002E+04   0.836915E+02   0.869470E-04   0.836915E+02   0.358470E+01   0.480355E-06   0.869470E-04   0.480355E-06   0.430632E-07
   264   0.517577E+04   0.851313E+02   0.862212E-04   0.851313E+02   0.369604E+01   0.492968E-06   0.862212E-04   0.492968E-06   0.428839E-07
   265   0.515109E+04   0.865526E+02   0.855007E-04   0.865526E+02   0.380963E+01   0.505512E-06   0.855007E-04   0.505512E-06   0.427058E-07
   266   0.512599E+04   0.879532E+02   0.847853E-04   0.879532E+02   0.392547E+01   0.517987E-06   0.847853E-04   0.517987E-06   0.425288E-07
   267   0.510047E+04   0.893322E+02   0.840750E-04   0.893322E+02   0.404353E+01   0.530395E-06   0.840750E-04   0.530395E-06   0.423531E-07
   268   0.507455E+04   0.906904E+02   0.833699E-04   0.906904E+02   0.416381E+01   0.542735E-06   0.833699E-04   0.542735E-06   0.421785E-07
   269   0.504822E+04   0.920257E+02   0.826697E-04   0.920257E+02   0.428630E+01   0.555008E-06   0.826697E-04   0.555008E-06   0.420050E-07
   270   0.502149E+04   0.933386E+02   0.819746E-04   0.933386E+02   0.441098E+01   0.567215E-06   0.819746E-04   0.567215E-06   0.418327E-07
   271   0.499437E+04   0.946271E+02   0.812843E-04   0.946271E+02   0.453785E+01   0.579355E-06   0.812843E-04   0.579355E-06   0.416616E-07
   272   0.496687E+04   0.958919E+02   0.805990E-04   0.958919E+02   0.466688E+01   0.591430E-06   0.805990E-04   0.591430E-06   0.414915E-07
   273   0.493902E+04   0.971313E+02   0.799185E-04   0.971313E+02   0.479805E+01   0.603440E-06   0.799185E-04   0.603440E-06   0.413226E-07
   274   0.491080E+04   0.983464E+02   0.792428E-04   0.983464E+02   0.493134E+01   0.615385E-06   0.792428E-04   0.615385E-06   0.411548E-07
   275   0.488222E+04   0.995346E+02   0.785718E-04   0.995346E+02   0.506674E+01   0.627265E-06   0.785718E-04   0.627265E-06   0.409881E-07
   276   0.485333E+04   0.100697E+03   0.779056E-04   0.100697E+03   0.520422E+01   0.639082E-06   0.779056E-04   0.639082E-06   0.408225E-07
   277   0.482410E+04   0.101832E+03   0.772440E-04   0.101832E+03   0.534377E+01   0.650835E-06   0.772440E-04   0.650835E-06   0.406579E-07
   278   0.479456E+04   0.102938E+03   0.765870E-04   0.102938E+03   0.548536E+01   0.662525E-06   0.765870E-04   0.662525E-06   0.404944E-07
   279   0.476471E+04   0.104018E+03   0.759345E-04   0.104018E+03   0.562895E+01   0.674152E-06   0.759345E-04   0.674152E-06   0.403320E-07
   280   0.473457E+04   0.105068E+03   0.752866E-04   0.105068E+03   0.577452E+01   0.685718E-06   0.752866E-04   0.685718E-06   0.401706E-07
   281   0.470414E+04   0.106089E+03   0.746431E-04   0.106089E+03   0.592205E+01   0.697221E-06   0.746431E-04   0.697221E-06   0.400102E-07
   282   0.467344E+04   0.107081E+03   0.740040E-04   0.107081E+03   0.607150E+01   0.708663E-06   0.740040E-04   0.708663E-06   0.398509E-07
   283   0.464247E+04   0.108042E+03   0.733693E-04   0.108042E+03   0.622284E+01   0.720045E-06   0.733693E-04   0.720045E-06   0.396926E-07
   284   0.461125E+04   0.108972E+03   0.727389E-04   0.108972E+03   0.637604E+01   0.731366E-06   0.727389E-04   0.731366E-06   0.395352E-07
   285   0.457978E+04   0.109871E+03   0.721128E-04   0.109871E+03   0.653108E+01   0.742627E-06   0.721128E-04   0.742627E-06   0.393789E-07
   286   0.454807E+04   0.110739E+03   0.714909E-04   0.110739E+03   0.668790E+01   0.753828E-06   0.714909E-04   0.753828E-06   0.392236E-07
   287   0.451615E+04   0.111574E+03   0.708732E-04   0.111574E+03   0.684648E+01   0.764970E-06   0.708732E-04   0.764970E-06   0.390692E-07
   288   0.448401E+04   0.112377E+03   0.702596E-04   0.112377E+03   0.700677E+01   0.776054E-06   0.702596E-04   0.776054E-06   0.389158E-07
   289   0.445166E+04   0.113147E+03   0.696501E-04   0.113147E+03   0.716875E+01   0.787079E-06   0.696501E-04   0.787079E-06   0.387633E-07
   290   0.441913E+04   0.113884E+03   0.690447E-04   0.113884E+03   0.733237E+01   0.798047E-06   0.690447E-04   0.798047E-06   0.386118E-07
   291   0.438642E+04   0.114587E+03   0.684432E-04   0.114587E+03   0.749760E+01   0.808957E-06   0.684432E-04   0.808957E-06   0.384612E-07
   292   0.435353E+04   0.115255E+03   0.678456E-04   0.115255E+03   0.766433E+01   0.819811E-06   0.678456E-04   0.819811E-06   0.383115E-07
   293   0.432048E+04   0.115890E+03   0.672520E-04   0.115890E+03   0.783261E+01   0.830607E-06   0.672520E-04   0.830607E-06   0.381628E-07
   294   0.428728E+04   0.116489E+03   0.666622E-04   0.116489E+03   0.800237E+01   0.841348E-06   0.666622E-04   0.841348E-06   0.380149E-07
   295   0.425393E+04   0.117053E+03   0.660762E-04   0.117053E+03   0.817348E+01   0.852033E-06   0.660762E-04   0.852033E-06   0.378679E-07
   296   0.422045E+04   0.117582E+03   0.654939E-04   0.117582E+03   0.834599E+01   0.862663E-06   0.654939E-04   0.862663E-06   0.377218E-07
   297   0.418684E+04   0.118073E+03   0.649154E-04   0.118073E+03   0.851977E+01   0.873238E-06   0.649154E-04   0.873238E-06   0.375766E-07
   298   0.415311E+04   0.118529E+03   0.643405E-04   0.118529E+03   0.869482E+01   0.883759E-06   0.643405E-04   0.883759E-06   0.374322E-07
   299   0.411928E+04   0.118947E+03   0.637692E-04   0.118947E+03   0.887105E+01   0.894226E-06   0.637692E-04   0.894226E-06   0.372887E-07
   300   0.408536E+04   0.119329E+03   0.632014E-04   0.119329E+03   0.904839E+01   0.904640E-06   0.632014E-04   0.904640E-06   0.371460E-07
   301   0.405135E+04   0.119673E+03   0.626372E-04   0.119673E+03   0.922693E+01   0.915000E-06   0.626372E-04   0.915000E-06   0.370042E-07
   302   0.401727E+04   0.119981E+03   0.620765E-04   0.119981E+03   0.940643E+01   0.925302E-06   0.620765E-04   0.925302E-06   0.368631E-07
   303   0.398314E+04   0.120251E+03   0.615194E-04   0.120251E+03   0.958697E+01   0.935541E-06   0.615194E-04   0.935541E-06   0.367229E-07
   304   0.394896E+04   0.120484E+03   0.609658E-04   0.120484E+03   0.976848E+01   0.945714E-06   0.609658E-04   0.945714E-06   0.365835E-07
   305   0.391476E+04   0.120680E+03   0.604157E-04   0.120680E+03   0.995087E+01   0.955814E-06   0.604157E-04   0.955814E-06   0.364449E-07
   306   0.388052E+04   0.120837E+03   0.598692E-04   0.120837E+03   0.101342E+02   0.965838E-06   0.598692E-04   0.965838E-06   0.363071E-07
   307   0.384628E+04   0.120957E+03   0.593263E-04   0.120957E+03   0.103182E+02   0.975780E-06   0.593263E-04   0.975780E-06   0.361701E-07
   308   0.381204E+04   0.121039E+03   0.587870E-04   0.121039E+03   0.105030E+02   0.985637E-06   0.587870E-04   0.985637E-06   0.360339E-07
   309   0.377780E+04   0.121083E+03   0.582512E-04   0.121083E+03   0.106884E+02   0.995403E-06   0.582512E-04   0.995403E-06   0.358984E-07
   310   0.374357E+04   0.121089E+03   0.577191E-04   0.121089E+03   0.108744E+02   0.100507E-05   0.577191E-04   0.100507E-05   0.357638E-07
   311   0.370938E+04   0.121056E+03   0.571906E-04   0.121056E+03   0.110610E+02   0.101464E-05   0.571906E-04   0.101464E-05   0.356299E-07
   312   0.367522E+04   0.120984E+03   0.566657E-04   0.120984E+03   0.112480E+02   0.102411E-05   0.566657E-04   0.102411E-05   0.354967E-07
   313   0.364112E+04   0.120875E+03   0.561445E-04   0.120875E+03   0.114354E+02   0.103346E-05   0.561445E-04   0.103346E-05   0.353643E-07
   314   0.360707E+04   0.120726E+03   0.556269E-04   0.120726E+03   0.116232E+02   0.104270E-05   0.556269E-04   0.104270E-05   0.352327E-07
   315   0.357308E+04   0.120539E+03   0.551130E-04   0.120539E+03   0.118112E+02   0.105183E-05   0.551130E-04   0.105183E-05   0.351018E-07
   316   0.353917E+04   0.120314E+03   0.546028E-04   0.120314E+03   0.119994E+02   0.106082E-05   0.546028E-04   0.106082E-05   0.349717E-07
   317   0.350536E+04   0.120050E+03   0.540962E-04   0.120050E+03   0.121878E+02   0.106969E-05   0.540962E-04   0.106969E-05   0.348423E-07
   318   0.347164E+04   0.119748E+03   0.535933E-04   0.119748E+03   0.123762E+02   0.107843E-05   0.535933E-04   0.107843E-05   0.347136E-07
